   4.2772803e-02   7.8585890e-02   9.2320476e-02  -4.6632492e-01   2.3392832e-01   5.0000000e-02   1.0000000e-01
   4.2782917e-02   7.8616231e-02   9.2340704e-02  -4.6818235e-01   2.3357009e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8626345e-02   9.2310363e-02  -4.6488963e-01   2.3057395e-01   5.0000000e-02   1.0000000e-01
   4.2793031e-02   7.8626345e-02   9.2330590e-02  -4.6121302e-01   2.4072178e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8626345e-02   9.2320476e-02  -4.6419499e-01   2.3540515e-01   5.0000000e-02   1.0000000e-01
   4.2752576e-02   7.8626345e-02   9.2320476e-02  -4.6493075e-01   2.3311963e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8616231e-02   9.2340704e-02  -4.6159195e-01   2.3036192e-01   5.0000000e-02   1.0000000e-01
   4.2762690e-02   7.8596004e-02   9.2340704e-02  -4.6207357e-01   2.2755702e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8616231e-02   9.2320476e-02  -4.5944338e-01   2.2649622e-01   5.0000000e-02   1.0000000e-01
   4.2732348e-02   7.8606117e-02   9.2340704e-02  -4.6506577e-01   2.3423553e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8616231e-02   9.2340704e-02  -4.6475345e-01   2.2684577e-01   5.0000000e-02   1.0000000e-01
   4.2732348e-02   7.8606117e-02   9.2360932e-02  -4.6559301e-01   2.2551538e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8606117e-02   9.2360932e-02  -4.6122644e-01   2.2084072e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8626345e-02   9.2401387e-02  -4.6515974e-01   2.2180871e-01   5.0000000e-02   1.0000000e-01
   4.2782917e-02   7.8596004e-02   9.2401387e-02  -4.6158339e-01   2.2421721e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8585890e-02   9.2391273e-02  -4.6298350e-01   2.1735283e-01   5.0000000e-02   1.0000000e-01
   4.2732348e-02   7.8596004e-02   9.2381159e-02  -4.6123903e-01   2.1391142e-01   5.0000000e-02   1.0000000e-01
   4.2732348e-02   7.8616231e-02   9.2421615e-02  -4.6150489e-01   2.1322781e-01   5.0000000e-02   1.0000000e-01
   4.2722234e-02   7.8626345e-02   9.2441842e-02  -4.6028999e-01   2.1193789e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8626345e-02   9.2462070e-02  -4.6168555e-01   2.0654120e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8596004e-02   9.2441842e-02  -4.5948946e-01   2.0943426e-01   5.0000000e-02   1.0000000e-01
   4.2752576e-02   7.8596004e-02   9.2441842e-02  -4.6042451e-01   2.1379966e-01   5.0000000e-02   1.0000000e-01
   4.2752576e-02   7.8596004e-02   9.2431729e-02  -4.6474040e-01   2.1623897e-01   5.0000000e-02   1.0000000e-01
   4.2782917e-02   7.8585890e-02   9.2421615e-02  -4.6506386e-01   2.1616051e-01   5.0000000e-02   1.0000000e-01
   4.2793031e-02   7.8606117e-02   9.2431729e-02  -4.6506387e-01   2.1949179e-01   5.0000000e-02   1.0000000e-01
   4.2762690e-02   7.8606117e-02   9.2431729e-02  -4.6947283e-01   2.2274332e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8606117e-02   9.2381159e-02  -4.6578729e-01   2.2011426e-01   5.0000000e-02   1.0000000e-01
   4.2793031e-02   7.8616231e-02   9.2391273e-02  -4.6320306e-01   2.2329231e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8626345e-02   9.2411501e-02  -4.6883284e-01   2.2671859e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8656687e-02   9.2401387e-02  -4.6328263e-01   2.1962728e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8687028e-02   9.2421615e-02  -4.6605752e-01   2.0969893e-01   5.0000000e-02   1.0000000e-01
   4.2732348e-02   7.8697142e-02   9.2421615e-02  -4.6381154e-01   2.1369140e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8707256e-02   9.2431729e-02  -4.6327640e-01   2.1672900e-01   5.0000000e-02   1.0000000e-01
   4.2762690e-02   7.8707256e-02   9.2431729e-02  -4.6000982e-01   2.1312181e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8666800e-02   9.2431729e-02  -4.6131339e-01   2.0893311e-01   5.0000000e-02   1.0000000e-01
   4.2712120e-02   7.8676914e-02   9.2411501e-02  -4.6306734e-01   2.1418673e-01   5.0000000e-02   1.0000000e-01
   4.2732348e-02   7.8676914e-02   9.2421615e-02  -4.6037314e-01   2.1505815e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8717370e-02   9.2411501e-02  -4.6276581e-01   2.1402929e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8707256e-02   9.2401387e-02  -4.6171461e-01   2.1062898e-01   5.0000000e-02   1.0000000e-01
   4.2732348e-02   7.8707256e-02   9.2421615e-02  -4.6369345e-01   2.1469655e-01   5.0000000e-02   1.0000000e-01
   4.2722234e-02   7.8707256e-02   9.2401387e-02  -4.6192919e-01   2.2321040e-01   5.0000000e-02   1.0000000e-01
   4.2752576e-02   7.8697142e-02   9.2391273e-02  -4.5908472e-01   2.2356700e-01   5.0000000e-02   1.0000000e-01
   4.2712120e-02   7.8687028e-02   9.2360932e-02  -4.6292706e-01   2.2155597e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8707256e-02   9.2391273e-02  -4.6145272e-01   2.1850985e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8707256e-02   9.2401387e-02  -4.6643872e-01   2.1922507e-01   5.0000000e-02   1.0000000e-01
   4.2752576e-02   7.8737597e-02   9.2381159e-02  -4.6535268e-01   2.2036380e-01   5.0000000e-02   1.0000000e-01
   4.2752576e-02   7.8717370e-02   9.2391273e-02  -4.6718695e-01   2.1825633e-01   5.0000000e-02   1.0000000e-01
   4.2803145e-02   7.8717370e-02   9.2401387e-02  -4.6361814e-01   2.2160668e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8707256e-02   9.2371046e-02  -4.6502160e-01   2.2566685e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8676914e-02   9.2371046e-02  -4.6576363e-01   2.2440438e-01   5.0000000e-02   1.0000000e-01
   4.2813259e-02   7.8666800e-02   9.2381159e-02  -4.6475259e-01   2.3119296e-01   5.0000000e-02   1.0000000e-01
   4.2793031e-02   7.8656687e-02   9.2371046e-02  -4.6826392e-01   2.2860153e-01   5.0000000e-02   1.0000000e-01
   4.2803145e-02   7.8656687e-02   9.2381159e-02  -4.6671666e-01   2.2839469e-01   5.0000000e-02   1.0000000e-01
   4.2813259e-02   7.8656687e-02   9.2401387e-02  -4.6563044e-01   2.2798187e-01   5.0000000e-02   1.0000000e-01
   4.2813259e-02   7.8687028e-02   9.2421615e-02  -4.6990470e-01   2.2577671e-01   5.0000000e-02   1.0000000e-01
   4.2803145e-02   7.8656687e-02   9.2401387e-02  -4.6382412e-01   2.2363668e-01   5.0000000e-02   1.0000000e-01
   4.2823373e-02   7.8646573e-02   9.2421615e-02  -4.6342629e-01   2.2873861e-01   5.0000000e-02   1.0000000e-01
   4.2833486e-02   7.8646573e-02   9.2411501e-02  -4.6853145e-01   2.2400369e-01   5.0000000e-02   1.0000000e-01
   4.2863828e-02   7.8626345e-02   9.2381159e-02  -4.6168231e-01   2.2948949e-01   5.0000000e-02   1.0000000e-01
   4.2873942e-02   7.8636459e-02   9.2391273e-02  -4.6670138e-01   2.3521567e-01   5.0000000e-02   1.0000000e-01
   4.2863828e-02   7.8596004e-02   9.2381159e-02  -4.6892403e-01   2.3506932e-01   5.0000000e-02   1.0000000e-01
   4.2884056e-02   7.8626345e-02   9.2381159e-02  -4.6622428e-01   2.4256585e-01   5.0000000e-02   1.0000000e-01
   4.2894169e-02   7.8626345e-02   9.2360932e-02  -4.6881040e-01   2.3939835e-01   5.0000000e-02   1.0000000e-01
   4.2884056e-02   7.8606117e-02   9.2330590e-02  -4.6828988e-01   2.4780215e-01   5.0000000e-02   1.0000000e-01
   4.2894169e-02   7.8616231e-02   9.2320476e-02  -4.6963476e-01   2.4982666e-01   5.0000000e-02   1.0000000e-01
   4.2904283e-02   7.8616231e-02   9.2330590e-02  -4.7141254e-01   2.5315087e-01   5.0000000e-02   1.0000000e-01
   4.2894169e-02   7.8616231e-02   9.2290135e-02  -4.6892674e-01   2.4987835e-01   5.0000000e-02   1.0000000e-01
   4.2944739e-02   7.8636459e-02   9.2320476e-02  -4.6614360e-01   2.5984372e-01   5.0000000e-02   1.0000000e-01
   4.2924511e-02   7.8616231e-02   9.2290135e-02  -4.7134913e-01   2.5965630e-01   5.0000000e-02   1.0000000e-01
   4.2975080e-02   7.8606117e-02   9.2280021e-02  -4.6600677e-01   2.5959636e-01   5.0000000e-02   1.0000000e-01
   4.3015535e-02   7.8606117e-02   9.2300249e-02  -4.6708459e-01   2.6379100e-01   5.0000000e-02   1.0000000e-01
   4.2995308e-02   7.8565662e-02   9.2269907e-02  -4.7209504e-01   2.6779749e-01   5.0000000e-02   1.0000000e-01
   4.2985194e-02   7.8585890e-02   9.2290135e-02  -4.7680379e-01   2.6943177e-01   5.0000000e-02   1.0000000e-01
   4.3015535e-02   7.8596004e-02   9.2290135e-02  -4.7294778e-01   2.6344015e-01   5.0000000e-02   1.0000000e-01
   4.3005422e-02   7.8565662e-02   9.2280021e-02  -4.7517409e-01   2.7046314e-01   5.0000000e-02   1.0000000e-01
   4.2985194e-02   7.8535321e-02   9.2259793e-02  -4.7374463e-01   2.7030533e-01   5.0000000e-02   1.0000000e-01
   4.3025649e-02   7.8545434e-02   9.2290135e-02  -4.7103992e-01   2.7110988e-01   5.0000000e-02   1.0000000e-01
   4.3025649e-02   7.8525207e-02   9.2310363e-02  -4.7486283e-01   2.6551474e-01   5.0000000e-02   1.0000000e-01
   4.3066105e-02   7.8545434e-02   9.2340704e-02  -4.7134802e-01   2.6517061e-01   5.0000000e-02   1.0000000e-01
   4.3045877e-02   7.8565662e-02   9.2350818e-02  -4.7524966e-01   2.5925066e-01   5.0000000e-02   1.0000000e-01
   4.3025649e-02   7.8555548e-02   9.2350818e-02  -4.7600009e-01   2.5658615e-01   5.0000000e-02   1.0000000e-01
   4.3025649e-02   7.8565662e-02   9.2350818e-02  -4.7185948e-01   2.6578833e-01   5.0000000e-02   1.0000000e-01
   4.3005422e-02   7.8555548e-02   9.2350818e-02  -4.7505879e-01   2.5592581e-01   5.0000000e-02   1.0000000e-01
   4.3015535e-02   7.8565662e-02   9.2381159e-02  -4.7265788e-01   2.5195649e-01   5.0000000e-02   1.0000000e-01
   4.3005422e-02   7.8565662e-02   9.2371046e-02  -4.7051365e-01   2.4927986e-01   5.0000000e-02   1.0000000e-01
   4.2975080e-02   7.8575776e-02   9.2360932e-02  -4.7184687e-01   2.4470460e-01   5.0000000e-02   1.0000000e-01
   4.2924511e-02   7.8565662e-02   9.2360932e-02  -4.7477720e-01   2.4601745e-01   5.0000000e-02   1.0000000e-01
   4.2954852e-02   7.8535321e-02   9.2391273e-02  -4.7282426e-01   2.4545046e-01   5.0000000e-02   1.0000000e-01
   4.2944739e-02   7.8515093e-02   9.2401387e-02  -4.7357445e-01   2.3634753e-01   5.0000000e-02   1.0000000e-01
   4.2954852e-02   7.8565662e-02   9.2431729e-02  -4.7253125e-01   2.3634739e-01   5.0000000e-02   1.0000000e-01
   4.2954852e-02   7.8555548e-02   9.2441842e-02  -4.7227587e-01   2.3017101e-01   5.0000000e-02   1.0000000e-01
   4.2904283e-02   7.8575776e-02   9.2431729e-02  -4.7282269e-01   2.3485194e-01   5.0000000e-02   1.0000000e-01
   4.2944739e-02   7.8565662e-02   9.2451956e-02  -4.6843112e-01   2.3875111e-01   5.0000000e-02   1.0000000e-01
   4.2894169e-02   7.8565662e-02   9.2391273e-02  -4.7243207e-01   2.3290149e-01   5.0000000e-02   1.0000000e-01
   4.2944739e-02   7.8616231e-02   9.2411501e-02  -4.6892749e-01   2.3349307e-01   5.0000000e-02   1.0000000e-01
   4.2934625e-02   7.8636459e-02   9.2411501e-02  -4.7049266e-01   2.3937711e-01   5.0000000e-02   1.0000000e-01
   4.2924511e-02   7.8646573e-02   9.2401387e-02  -4.6892614e-01   2.3350678e-01   5.0000000e-02   1.0000000e-01
   4.2934625e-02   7.8636459e-02   9.2421615e-02  -4.6517628e-01   2.3256775e-01   5.0000000e-02   1.0000000e-01
   4.2894169e-02   7.8616231e-02   9.2421615e-02  -4.6879318e-01   2.2636887e-01   5.0000000e-02   1.0000000e-01
   4.2853714e-02   7.8626345e-02   9.2411501e-02  -4.7152716e-01   2.2139379e-01   5.0000000e-02   1.0000000e-01
   4.2873942e-02   7.8636459e-02   9.2441842e-02  -4.6885890e-01   2.2422768e-01   5.0000000e-02   1.0000000e-01
   4.2873942e-02   7.8626345e-02   9.2451956e-02  -4.6932984e-01   2.2359889e-01   5.0000000e-02   1.0000000e-01
   4.2884056e-02   7.8626345e-02   9.2441842e-02  -4.6655945e-01   2.2586162e-01   5.0000000e-02   1.0000000e-01
   4.2853714e-02   7.8606117e-02   9.2421615e-02  -4.6728525e-01   2.3086065e-01   5.0000000e-02   1.0000000e-01
   4.2853714e-02   7.8646573e-02   9.2431729e-02  -4.6552973e-01   2.2753186e-01   5.0000000e-02   1.0000000e-01
   4.2833486e-02   7.8616231e-02   9.2401387e-02  -4.6617182e-01   2.2616685e-01   5.0000000e-02   1.0000000e-01
   4.2853714e-02   7.8606117e-02   9.2401387e-02  -4.6581703e-01   2.2713002e-01   5.0000000e-02   1.0000000e-01
   4.2823373e-02   7.8636459e-02   9.2401387e-02  -4.7154017e-01   2.2411573e-01   5.0000000e-02   1.0000000e-01
   4.2823373e-02   7.8646573e-02   9.2391273e-02  -4.6905130e-01   2.2990490e-01   5.0000000e-02   1.0000000e-01
   4.2843600e-02   7.8646573e-02   9.2381159e-02  -4.6752625e-01   2.3605642e-01   5.0000000e-02   1.0000000e-01
   4.2853714e-02   7.8626345e-02   9.2350818e-02  -4.6351373e-01   2.3355716e-01   5.0000000e-02   1.0000000e-01
   4.2762690e-02   7.8606117e-02   9.2320476e-02  -4.6784805e-01   2.3080363e-01   5.0000000e-02   1.0000000e-01
   4.2772803e-02   7.8646573e-02   9.2340704e-02  -4.5999092e-01   2.2737311e-01   5.0000000e-02   1.0000000e-01
   4.2762690e-02   7.8656687e-02   9.2340704e-02  -4.6129038e-01   2.2499917e-01   5.0000000e-02   1.0000000e-01
   4.2752576e-02   7.8687028e-02   9.2340704e-02  -4.6175578e-01   2.2919174e-01   5.0000000e-02   1.0000000e-01
   4.2732348e-02   7.8666800e-02   9.2340704e-02  -4.6580010e-01   2.2981997e-01   5.0000000e-02   1.0000000e-01
   4.2742462e-02   7.8656687e-02   9.2320476e-02  -4.6210543e-01   2.3354592e-01   5.0000000e-02   1.0000000e-01
